Province,City,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index
Hubei,Yichang,2023-08-11,23.49,6.83,5.69,628.12,3.92,1.77,0.01,0.44,0.094,3.53,21.48,5.42,3.6,0.22,0.17,88.0,53.333333333333336
Shandong,Jinan,2023-07-24,27.66,7.21,11.7,554.0,17.77,1.86,0.01,1.02,0.109,3.42,22.61,4.19,4.54,-0.06,0.05,98.0,63.333333333333336
Sichuan,Chengdu,2023-09-01,23.03,7.7330000000000005,9.14,460.41600000000005,9.196,2.728,0.0396,0.792,0.12100000000000001,3.2230000000000003,22.627000000000002,4.0920000000000005,7.964000000000001,0.671,0.08800000000000001,107.80000000000001,47.29825833333333
Henan,Zhengzhou,2023-10-30,19.99,6.91,8.5,460.88,1.62,1.58,0.019,0.69,0.064,3.21,15.13,4.24,6.13,0.49,0.1,92.0,61.666666666666664
Zhejiang,Hangzhou,2023-02-18,26.99,7.6,6.92,489.8,7.67,1.85,0.04,0.44,0.135,3.35,18.06,4.07,7.88,0.44,0.08,105.0,52.66733333333334
Beijing,Beijing,2023-03-05,26.29,6.73,5.95,454.19,0.17,2.4,0.018,0.35,0.067,2.67,25.33,4.16,2.77,0.45,0.09,77.0,63.333333333333336
Hubei,Yichang,2023-10-24,19.55,7.81,6.12,319.17,13.22,2.13,0.025,0.43,0.137,3.73,12.38,3.66,9.66,0.53,0.1,110.0,53.751250000000006
Shanghai,Shanghai,2023-02-17,17.55,6.86,5.76,329.52,0.08,1.75,0.031,0.35,0.107,3.27,20.65,4.77,4.13,0.62,0.13,96.0,56.666666666666664
Hubei,Wuhan,2023-09-26,15.5,7.469,8.57,529.254,0.20900000000000002,1.815,0.011000000000000001,0.6930000000000001,0.23540000000000003,2.9920000000000004,19.437000000000005,4.422,1.9800000000000002,0.396,0.11000000000000001,117.7,64.697525
Hubei,Wuhan,2023-05-24,22.68,6.776000000000001,6.32,416.60300000000007,3.4320000000000004,1.6610000000000003,0.022000000000000002,0.341,0.0869,3.5640000000000005,22.803,5.566,6.149,0.627,0.066,106.7,53.333333333333336
Guangdong,Shenzhen,2023-11-14,21.1,6.76,6.33,390.41,0.65,1.99,0.031,0.85,0.191,2.36,18.13,3.44,5.74,0.56,0.07,91.0,63.333333333333336
Zhejiang,Ningbo,2023-04-15,28.94,6.78,10.99,627.84,6.26,1.49,0.008,0.14,0.071,3.04,14.96,4.43,6.3,0.41,0.03,100.0,68.33333333333333
Shandong,Qingdao,2023-03-18,20.1,7.45,6.66,533.65,4.17,1.79,0.004,0.23,0.137,2.86,17.89,3.26,4.23,0.73,0.11,105.0,59.750249999999994
Beijing,Beijing,2023-09-13,24.98,7.47,9.66,537.28,10.21,1.17,0.039,0.72,0.124,2.94,13.31,3.67,5.9,0.28,0.1,97.0,61.36141666666666
Zhejiang,Hangzhou,2023-04-01,17.76,6.8,8.19,338.53,4.22,2.36,0.012,0.6,0.089,2.61,29.65,4.57,6.04,0.31,0.04,119.0,56.666666666666664
Guangdong,Guangzhou,2023-07-01,26.96,6.89,8.07,502.12,3.81,2.1,0.011,0.46,0.107,3.46,21.12,3.43,6.93,0.58,0.18,86.0,56.666666666666664
Zhejiang,Hangzhou,2023-10-03,23.3,7.37,7.21,530.9,0.42,2.02,0.018,0.17,0.05,3.56,22.14,5.91,2.92,0.49,0.16,91.0,61.63891666666667
Hubei,Wuhan,2023-08-24,17.05,7.8870000000000005,6.38,437.17300000000006,4.521000000000001,3.102,0.011000000000000001,0.08800000000000001,0.10890000000000001,3.091,21.021,4.741,6.9190000000000005,0.924,0.07700000000000001,118.80000000000001,50.20424166666667
Beijing,Beijing,2023-07-23,18.91,6.98,8.34,570.18,1.14,2.17,0.024,0.44,0.09,2.99,17.99,4.78,2.86,0.34,0.11,89.0,66.66666666666667
Yunnan,Kunming,2023-01-23,18.05,7.68,7.93,409.27,0.48,1.82,0.015,0.4,0.15,3.18,11.45,4.88,6.03,0.59,0.14,124.0,55.77866666666667
Shanghai,Shanghai,2023-10-18,15.11,6.69,4.04,702.68,10.51,1.87,0.016,0.43,0.111,2.51,12.16,2.94,5.76,0.47,0.16,117.0,53.30558333333334
Beijing,Beijing,2023-05-11,15.14,7.04,10.87,326.06,1.61,2.26,0.014,0.58,0.092,3.55,13.44,3.87,4.59,0.53,0.18,118.0,61.666666666666664
Shandong,Jinan,2023-03-05,21.91,6.98,7.81,525.89,10.85,1.8,0.025,0.37,0.11,2.82,21.84,3.84,3.61,0.72,0.11,80.0,56.666666666666664
Sichuan,Mianyang,2023-07-03,10.71,6.75,3.75,503.16,7.07,2.52,0.021,0.19,0.113,3.09,25.76,4.52,2.52,0.7,0.08,99.0,50.0
Hubei,Wuhan,2023-11-22,21.05,7.678000000000001,7.13,593.1750000000001,1.793,2.849,0.007700000000000001,0.7260000000000001,0.1551,4.059,22.242,3.2670000000000003,5.126,0.682,0.11000000000000001,119.9,50.78421666666666
Shandong,Jinan,2023-01-23,19.39,7.36,7.19,582.91,3.12,1.45,0.017,0.48,0.125,2.9,21.24,3.58,5.08,0.59,0.17,104.0,55.0
Shandong,Qingdao,2023-08-20,19.0,6.8,10.06,698.25,4.74,1.14,0.024,0.39,0.08,3.18,25.25,3.53,4.1,0.57,0.13,105.0,58.333333333333336
Hubei,Wuhan,2023-12-15,24.1,7.447,6.4,662.0350000000001,3.058,2.189,0.022000000000000002,0.341,0.1606,3.2670000000000003,17.545,5.049,6.8420000000000005,0.396,0.17600000000000002,108.9,54.758575
Henan,Zhengzhou,2023-07-19,22.78,6.89,7.14,700.85,4.75,1.53,0.011,0.74,0.065,2.57,21.15,4.31,7.14,0.52,0.11,89.0,55.0
Jiangsu,Suzhou,2023-03-14,18.12,6.72,7.02,225.47,0.74,2.47,0.037,0.46,0.064,2.81,14.77,4.79,9.28,0.36,0.04,103.0,61.666666666666664
Henan,Zhengzhou,2023-07-27,9.7,7.4,9.75,468.82,0.2,1.92,0.021,0.43,0.223,2.84,17.25,4.12,6.94,0.35,0.09,106.0,64.889
Henan,Zhengzhou,2023-08-05,5.99,7.22,5.15,549.91,14.17,1.15,0.028,0.77,0.089,2.75,15.9,2.83,7.27,0.42,0.12,108.0,51.666666666666664
Guangdong,Guangzhou,2023-07-23,20.91,7.45,5.55,432.01,4.8,2.13,0.02,0.41,-0.045,2.67,21.51,3.45,4.56,0.8,0.1,100.0,58.08358333333333
Henan,Luoyang,2023-12-08,11.49,7.909000000000001,8.53,557.0070000000001,0.649,2.123,0.0055000000000000005,0.48400000000000004,0.14850000000000002,3.212,20.79,4.433000000000001,5.676000000000001,0.7040000000000001,0.14300000000000002,111.10000000000001,55.14319166666667
Guangdong,Shenzhen,2023-10-18,23.03,6.08,10.61,513.52,20.01,2.73,0.015,0.54,0.086,2.8,19.43,5.29,1.82,0.3,0.16,97.0,56.612833333333334
Shanghai,Shanghai,2023-04-27,14.87,7.79,8.57,499.29,1.2,1.17,0.013,0.65,0.138,2.77,18.84,3.97,4.56,0.53,0.1,99.0,63.80675
Shandong,Qingdao,2023-05-05,32.65,6.89,7.54,420.3,14.43,1.12,0.03,0.65,0.111,3.02,11.09,4.77,7.97,0.28,0.17,94.0,53.333333333333336
Sichuan,Chengdu,2023-02-15,13.58,7.513000000000001,8.91,542.7180000000001,0.8360000000000001,1.4740000000000002,0.026400000000000003,0.6930000000000001,0.1463,3.5530000000000004,15.246,4.268,6.2700000000000005,0.8690000000000001,0.11000000000000001,96.80000000000001,61.24209166666666
Jiangsu,Suzhou,2023-07-06,26.35,6.38,10.72,485.64,0.85,2.28,0.009,0.41,0.131,3.21,10.03,4.59,3.9,0.4,0.12,99.0,67.44533333333334
Shanghai,Shanghai,2023-12-29,17.58,7.07,5.85,533.66,8.88,1.33,0.011,0.17,0.035,3.24,18.74,4.23,8.63,0.44,0.13,102.0,55.0
Henan,Zhengzhou,2023-11-01,12.88,6.89,7.4,658.74,15.91,2.43,0.009,0.53,0.123,3.07,20.75,5.2,1.64,0.52,0.04,91.0,56.666666666666664
Guangdong,Shenzhen,2023-11-06,12.18,6.7,9.65,533.53,1.2,2.71,0.024,0.53,0.098,2.43,18.92,5.97,4.25,0.47,0.16,103.0,56.666666666666664
Shandong,Jinan,2023-04-17,20.79,7.49,3.86,479.51,1.0,2.33,0.015,0.65,0.11,2.78,18.42,4.0,4.56,0.65,0.08,109.0,56.30591666666667
Henan,Luoyang,2023-09-05,15.97,7.447,7.65,381.249,3.047,1.7380000000000002,0.0165,0.396,0.16390000000000002,2.871,18.150000000000002,4.5760000000000005,3.08,0.8910000000000001,0.15400000000000003,115.50000000000001,53.09190833333333
Guangdong,Guangzhou,2023-04-01,14.47,7.67,6.91,374.86,1.59,1.8,0.025,0.52,0.093,2.76,13.46,4.59,6.14,0.38,0.04,87.0,62.473083333333335
Shanghai,Shanghai,2023-10-24,22.78,8.03,9.21,547.26,8.22,1.4,0.035,0.42,0.141,3.73,20.41,2.82,0.01,0.49,0.11,103.0,61.47408333333334
Yunnan,Dali,2023-12-23,14.45,8.646,8.09,523.3140000000001,0.066,1.9140000000000001,0.0165,0.451,0.1188,2.8380000000000005,19.525000000000002,6.391,7.469,0.341,0.15400000000000003,92.4,56.43135
Henan,Zhengzhou,2023-08-14,17.78,6.86,11.23,594.66,5.15,1.98,0.031,0.42,0.064,3.55,27.9,5.96,5.67,0.67,0.12,102.0,51.666666666666664
Shanghai,Shanghai,2023-10-18,23.27,7.14,10.63,446.12,6.45,2.06,0.013,0.49,0.102,3.12,15.16,3.73,4.82,0.05,0.14,85.0,65.0
Shandong,Jinan,2023-12-13,23.44,7.27,6.59,415.4,1.17,2.31,0.024,0.24,0.179,2.62,19.34,5.75,0.88,0.16,0.12,99.0,68.33333333333333
Yunnan,Dali,2023-08-09,19.01,8.415000000000001,9.74,575.014,11.066,2.0240000000000005,0.027500000000000004,0.649,0.09570000000000001,2.9480000000000004,23.276000000000003,5.918,7.183000000000001,0.40700000000000003,0.05500000000000001,101.2,47.072375
Hubei,Wuhan,2023-03-15,27.95,7.9750000000000005,7.03,548.878,0.36300000000000004,3.1790000000000003,0.025300000000000003,0.7040000000000001,0.060500000000000005,3.102,28.996000000000002,3.762,8.767000000000001,0.792,0.15400000000000003,106.7,46.62670833333333
Shanghai,Shanghai,2023-08-06,22.63,7.12,5.61,460.73,1.68,1.1,0.016,0.65,0.056,3.01,18.88,3.33,6.68,0.83,0.15,105.0,53.333333333333336
Zhejiang,Hangzhou,2023-07-26,22.48,7.32,6.64,469.45,0.37,2.09,0.011,0.47,0.08,2.59,25.07,4.78,6.68,0.66,0.05,108.0,56.666666666666664
Yunnan,Kunming,2023-09-18,24.11,7.02,5.85,545.83,5.74,2.94,0.005,0.52,0.187,3.3,24.18,2.95,5.69,0.49,0.04,93.0,56.666666666666664
Hubei,Yichang,2023-10-05,22.52,6.73,4.05,450.48,0.86,2.24,0.01,0.29,0.107,3.43,24.99,4.09,3.66,0.56,0.13,118.0,60.0
Jiangsu,Suzhou,2023-09-13,11.14,7.32,6.66,390.42,4.95,1.73,0.013,0.19,0.091,3.37,20.78,4.8,7.38,0.42,0.23,90.0,51.666666666666664
Shanghai,Shanghai,2023-09-06,21.08,6.82,7.12,388.35,0.14,1.9,0.018,0.53,0.077,2.8,25.36,3.71,5.77,0.32,0.08,103.0,60.0
Shandong,Jinan,2023-05-12,21.37,7.78,9.2,517.57,1.78,2.68,0.011,0.27,0.12,2.71,8.7,2.76,4.38,0.51,0.1,99.0,65.50116666666666
Shanghai,Shanghai,2023-12-29,18.0,6.71,10.81,520.07,0.18,1.98,0.023,0.22,0.053,3.24,17.27,3.9,6.08,0.91,0.09,98.0,66.66666666666667
Hubei,Wuhan,2023-02-26,18.59,7.766,8.89,597.7180000000001,1.4850000000000003,2.079,-0.0,0.198,0.1496,2.3980000000000006,26.114,4.532000000000001,5.126,0.528,0.14300000000000002,110.00000000000001,53.873349999999995
Shanghai,Shanghai,2023-10-22,21.62,6.48,6.29,472.64,2.17,1.78,0.009,0.16,0.065,3.31,21.17,2.74,4.19,0.64,0.08,102.0,59.3895
Sichuan,Mianyang,2023-10-20,11.34,6.8,8.07,414.54,1.27,2.49,0.018,0.09,0.117,3.3,17.07,3.42,9.52,0.37,0.04,126.0,63.333333333333336
Jiangsu,Suzhou,2023-10-02,27.6,7.06,5.94,448.69,4.4,2.62,0.03,0.44,0.144,4.0,14.73,4.56,8.97,0.63,0.06,110.0,50.0
Shandong,Jinan,2023-01-14,13.61,6.46,8.47,711.68,0.92,1.97,0.022,0.5,0.051,3.73,29.4,4.55,6.2,0.53,0.15,86.0,56.00066666666667
Guangdong,Shenzhen,2023-08-08,27.58,6.25,8.02,431.13,10.24,1.82,0.006,0.48,0.134,2.58,9.98,6.27,5.67,0.46,0.17,110.0,52.084583333333335
Zhejiang,Hangzhou,2023-03-31,26.37,7.46,6.67,508.68,0.93,1.5,0.01,0.34,0.145,3.14,10.32,4.34,4.5,0.48,0.06,112.0,66.38916666666667
Zhejiang,Ningbo,2023-09-22,28.43,6.68,7.04,551.57,0.31,1.79,0.005,0.65,0.171,3.01,11.97,3.68,5.3,0.34,0.13,100.0,63.27783333333334
Zhejiang,Ningbo,2023-05-26,23.43,6.87,7.13,496.71,11.97,1.6,0.02,0.45,0.056,3.08,21.82,3.66,6.86,0.55,0.04,104.0,56.666666666666664
Zhejiang,Ningbo,2023-09-21,20.59,7.2,8.27,618.96,2.67,2.03,0.024,0.61,0.197,2.73,17.4,3.15,2.86,0.29,0.01,85.0,70.0
Beijing,Beijing,2023-04-24,8.22,7.79,10.17,544.58,2.79,2.22,0.021,0.45,0.159,2.46,22.4,4.34,5.09,0.66,0.1,102.0,57.14008333333334
Hubei,Wuhan,2023-02-06,17.17,8.151000000000002,6.69,650.694,1.1880000000000002,2.1670000000000003,0.0242,0.902,0.19140000000000001,3.762,22.671000000000003,3.3770000000000002,9.196,0.49500000000000005,0.12100000000000001,111.10000000000001,51.13830833333333
Yunnan,Kunming,2023-04-30,22.58,7.53,6.45,446.74,3.31,1.5,0.027,0.25,0.08,2.47,17.71,3.84,4.19,0.21,0.09,94.0,66.19491666666666
Guangdong,Guangzhou,2023-03-04,24.44,7.7,9.56,478.46,17.46,1.74,0.014,0.32,0.103,3.99,12.3,1.94,5.54,0.61,0.1,91.0,60.723166666666664
Shandong,Jinan,2023-08-24,20.44,6.63,8.49,375.75,6.08,2.3,0.009,0.58,0.041,3.88,14.94,3.2,2.05,0.52,0.1,103.0,64.80575
Guangdong,Guangzhou,2023-09-29,19.14,6.93,12.7,594.99,3.92,1.85,0.013,0.47,0.072,3.13,13.39,4.32,8.82,0.1,0.04,111.0,66.66666666666667
Sichuan,Chengdu,2023-12-09,17.65,8.525,7.46,344.33299999999997,0.539,2.211,0.006600000000000001,0.451,0.14190000000000003,2.959,20.900000000000002,6.2700000000000005,9.878000000000002,0.07700000000000001,0.12100000000000001,99.00000000000001,58.43379166666667
Zhejiang,Hangzhou,2023-11-30,26.36,7.11,9.71,500.94,4.95,1.89,0.022,0.59,0.143,2.78,17.71,2.07,4.23,0.69,0.12,96.0,61.666666666666664
Hubei,Yichang,2023-02-23,21.26,7.09,4.97,465.07,2.65,1.71,0.023,0.75,0.087,3.53,24.72,2.82,7.5,0.56,0.04,99.0,56.666666666666664
Guangdong,Shenzhen,2023-11-09,13.67,6.51,6.63,415.43,0.5,1.85,0.019,0.62,0.063,3.59,13.87,4.62,8.29,0.46,0.11,95.0,59.47275
Beijing,Beijing,2023-02-09,15.03,7.58,11.8,539.33,2.74,2.21,0.025,0.53,0.069,3.17,12.35,2.39,3.53,0.54,0.02,86.0,71.05616666666667
Shandong,Jinan,2023-02-25,14.56,6.66,6.59,473.94,3.64,2.09,0.005,0.58,0.155,3.33,30.79,2.06,5.25,0.23,0.09,104.0,58.22233333333333
Jiangsu,Suzhou,2023-11-18,19.52,6.29,8.33,596.61,5.72,2.41,0.001,0.9,0.067,3.0,16.74,2.98,2.6,0.52,0.0,113.0,62.19558333333333
Zhejiang,Ningbo,2023-05-28,17.83,7.41,4.75,378.65,8.94,1.96,0.018,0.63,0.192,3.73,8.34,3.69,2.31,0.69,0.1,93.0,56.52791666666667
Yunnan,Kunming,2023-07-22,18.06,7.36,6.62,358.95,2.2,1.26,0.01,0.28,0.12,3.18,21.97,5.17,4.84,0.34,0.21,102.0,58.333333333333336
Shanghai,Shanghai,2023-02-09,26.45,7.33,7.04,662.93,2.95,2.44,0.004,0.59,0.042,2.43,16.41,4.19,2.42,0.38,0.1,105.0,61.666666666666664
Sichuan,Chengdu,2023-08-03,15.79,7.007000000000001,9.65,585.3870000000001,1.122,1.7600000000000002,0.020900000000000002,0.671,0.08470000000000001,3.718,24.156000000000002,3.762,7.9750000000000005,0.385,0.15400000000000003,104.50000000000001,55.0
Sichuan,Mianyang,2023-04-05,20.91,6.07,8.92,489.08,2.04,2.25,0.024,0.1,0.047,3.17,21.0,3.21,6.48,0.45,0.14,102.0,56.58508333333333
Yunnan,Dali,2023-03-24,22.29,8.448,10.4,518.595,0.11000000000000001,1.9360000000000002,0.0099,0.7150000000000001,0.1771,3.806,35.673,3.8940000000000006,6.809000000000001,0.28600000000000003,0.099,113.30000000000001,58.647466666666666
Guangdong,Shenzhen,2023-03-02,17.7,6.99,8.55,439.95,2.8,2.21,0.028,0.53,0.091,3.01,21.23,2.9,6.53,0.72,0.09,89.0,60.0
Sichuan,Mianyang,2023-06-18,15.75,7.73,10.87,411.34,1.28,1.5,0.025,0.52,0.138,2.7,25.4,3.86,10.18,0.18,0.22,118.0,58.97325
Beijing,Beijing,2023-03-15,12.61,6.74,10.21,517.78,8.89,2.19,0.002,0.17,0.025,2.81,10.64,3.31,2.26,0.6,0.12,94.0,68.33333333333333
Jiangsu,Suzhou,2023-05-07,23.42,6.46,10.76,714.87,9.81,1.86,0.013,0.77,0.108,3.32,17.05,2.76,4.2,0.44,0.11,100.0,61.00066666666667
Henan,Luoyang,2023-01-07,25.87,8.866000000000001,5.14,338.44800000000004,1.4190000000000003,2.53,0.020900000000000002,0.539,0.1144,4.686,31.790000000000003,3.6410000000000005,7.8100000000000005,0.66,0.11000000000000001,115.50000000000001,44.15418333333333
Hubei,Yichang,2023-07-19,23.19,6.65,7.13,352.2,12.65,1.94,0.03,0.76,-0.006,2.94,12.95,3.61,4.99,0.43,0.05,105.0,59.861250000000005
Henan,Zhengzhou,2023-07-16,24.86,7.07,6.35,460.78,3.36,1.76,0.023,0.44,0.098,2.99,17.38,4.82,4.05,0.3,0.21,97.0,58.333333333333336
Hubei,Wuhan,2023-03-26,19.27,7.634000000000001,8.82,450.63700000000006,5.962000000000001,2.4530000000000003,0.0286,1.0230000000000001,0.0572,3.3770000000000002,32.835,6.798,4.697,0.9900000000000001,0.15400000000000003,113.30000000000001,44.239650000000005
Beijing,Beijing,2023-09-16,29.97,7.11,4.86,469.25,0.01,3.03,0.034,0.49,0.112,2.36,17.74,4.62,2.15,0.44,0.2,113.0,56.666666666666664
Beijing,Beijing,2023-03-02,18.71,6.75,8.11,544.14,2.34,1.94,0.03,0.58,0.092,3.1,21.0,5.48,5.13,0.56,0.04,109.0,58.333333333333336
Sichuan,Chengdu,2023-02-20,16.8,7.9750000000000005,6.57,574.893,16.137,1.6610000000000003,0.0143,0.77,0.1584,1.3970000000000002,21.549000000000003,4.565,3.3880000000000003,0.462,0.18700000000000003,96.80000000000001,48.293375
Jiangsu,Nanjing,2023-02-24,17.24,7.370000000000001,10.87,581.306,2.079,2.156,0.013200000000000002,0.37400000000000005,0.1496,3.0140000000000007,24.805000000000003,3.7070000000000003,3.0140000000000007,0.6050000000000001,0.11000000000000001,119.9,58.305583333333324
Sichuan,Chengdu,2023-03-14,18.09,7.590000000000001,10.54,692.45,0.55,2.8380000000000005,0.031900000000000005,0.341,0.06380000000000001,2.915,18.722,2.3980000000000006,7.238,0.451,0.132,108.9,61.028416666666665
Shanghai,Shanghai,2023-06-04,19.75,7.74,8.36,420.53,7.11,2.15,0.007,0.61,0.133,3.13,21.07,3.86,6.3,0.78,0.12,93.0,50.61216666666667
Jiangsu,Nanjing,2023-10-17,17.59,7.832000000000001,9.73,668.9430000000001,1.584,2.5850000000000004,0.006600000000000001,0.66,0.1287,3.762,22.913,5.973,5.2250000000000005,0.49500000000000005,0.05500000000000001,102.30000000000001,52.02353333333334
Hubei,Wuhan,2023-08-22,15.37,7.403000000000001,4.97,610.3570000000001,1.6500000000000001,3.3880000000000003,0.0198,0.539,0.10560000000000001,4.158,13.123000000000001,4.3340000000000005,1.9250000000000003,0.022000000000000002,0.066,95.7,64.880675
Jiangsu,Suzhou,2023-02-22,28.13,6.32,11.38,474.03,0.69,1.1,0.021,0.45,0.041,3.2,16.31,5.73,0.13,0.55,0.1,84.0,70.61216666666667
Sichuan,Chengdu,2023-05-21,7.54,8.063,5.77,434.7420000000001,2.0020000000000002,2.387,0.0286,0.781,0.14300000000000002,3.674,14.234,6.028000000000001,5.038,0.781,0.033,125.4,51.382508333333334
Jiangsu,Suzhou,2023-07-13,9.23,7.11,8.7,513.35,3.32,3.05,0.015,0.44,0.078,3.12,22.94,5.09,6.51,0.4,0.14,119.0,53.333333333333336
Yunnan,Kunming,2023-08-31,15.16,7.12,9.5,441.19,4.82,2.03,0.032,0.64,0.09,3.28,17.83,4.24,2.85,0.49,0.15,108.0,56.666666666666664
Hubei,Wuhan,2023-06-03,19.51,8.129,6.81,503.51400000000007,4.488,1.2320000000000002,0.034100000000000005,0.561,0.12100000000000001,3.608,16.599,3.9600000000000004,8.811,0.44000000000000006,0.099,100.10000000000001,54.532691666666665
Shanghai,Shanghai,2023-10-27,19.33,6.61,9.88,507.65,30.37,1.77,0.022,0.84,0.043,2.35,15.7,4.7,5.25,0.21,0.1,101.0,54.750249999999994
Zhejiang,Hangzhou,2023-02-08,16.98,7.29,4.66,599.06,0.05,1.88,0.018,0.4,0.134,2.68,18.2,2.74,5.76,0.69,0.08,98.0,61.666666666666664
Jiangsu,Suzhou,2023-12-27,27.28,6.71,7.63,717.12,7.81,1.9,0.027,0.5,0.228,2.9,21.76,3.25,6.74,0.56,0.08,93.0,56.666666666666664
Hubei,Yichang,2023-04-20,11.05,7.5,10.54,467.29,10.95,2.22,0.005,0.35,0.149,3.33,7.5,4.38,2.94,0.38,0.09,97.0,66.27816666666666
Hubei,Yichang,2023-08-28,22.7,6.79,10.65,496.69,2.6,2.01,0.025,0.82,0.092,3.52,16.93,4.23,2.11,0.4,0.05,119.0,66.66666666666667
Sichuan,Chengdu,2023-01-05,15.17,7.832000000000001,9.36,343.761,1.1440000000000001,1.87,0.0165,0.913,0.09350000000000001,3.619,22.286000000000005,2.9040000000000004,1.4410000000000003,0.66,0.20900000000000002,126.50000000000001,53.690200000000004
Hubei,Wuhan,2023-10-09,14.91,7.106000000000001,6.6,657.3710000000001,4.554,2.596,0.015400000000000002,0.275,0.132,2.321,23.881000000000004,3.1570000000000005,2.5410000000000004,0.561,0.099,105.60000000000001,60.0
Beijing,Beijing,2023-09-28,25.93,7.45,6.61,534.25,5.35,1.24,0.0,0.87,0.085,2.45,14.28,4.17,4.21,0.12,0.14,106.0,59.750249999999994
Henan,Zhengzhou,2023-10-23,31.34,7.09,5.46,596.32,0.76,2.21,0.01,0.45,0.15,3.26,16.67,5.02,5.61,0.55,0.07,81.0,60.0
Shanghai,Shanghai,2023-11-30,23.82,6.8,7.07,395.85,7.44,1.82,0.028,0.35,0.108,2.8,18.78,4.76,4.25,0.66,0.0,98.0,58.333333333333336
Hubei,Yichang,2023-07-09,24.53,6.27,6.67,487.89,3.36,2.39,0.029,0.26,0.225,3.14,22.01,4.5,5.99,0.38,0.21,125.0,53.80675
Sichuan,Mianyang,2023-05-15,15.38,6.87,7.85,333.84,6.04,1.98,0.023,1.02,0.208,3.64,34.27,3.06,6.31,0.52,0.01,89.0,56.666666666666664
Beijing,Beijing,2023-06-27,18.92,7.57,7.29,522.73,0.21,1.77,0.035,0.49,0.158,3.21,22.19,3.76,6.0,0.47,0.06,111.0,59.41725
Shanghai,Shanghai,2023-08-24,15.7,7.34,7.39,562.05,3.47,1.39,0.017,0.27,0.074,2.72,17.35,5.44,4.89,0.69,0.11,104.0,58.333333333333336
Yunnan,Kunming,2023-12-12,29.35,6.75,6.56,578.35,7.31,2.36,0.026,0.5,0.091,2.6,22.4,3.34,5.48,0.48,0.03,104.0,56.666666666666664
Henan,Luoyang,2023-04-30,16.78,7.304,6.95,399.76200000000006,5.83,3.0140000000000007,0.0187,0.40700000000000003,0.13090000000000002,3.333,20.911000000000005,4.642,5.577000000000001,0.5060000000000001,0.165,105.60000000000001,48.333333333333336
Shandong,Jinan,2023-05-21,18.5,6.78,8.44,503.53,2.33,1.02,0.015,0.44,0.086,2.36,18.43,3.09,4.33,0.16,0.08,96.0,70.0
Beijing,Beijing,2023-01-29,24.53,7.2,7.86,420.25,22.67,2.21,0.023,0.7,0.14,3.4,20.22,4.34,5.65,0.26,0.15,102.0,50.0
Shandong,Qingdao,2023-06-10,21.75,7.17,9.02,610.04,2.28,2.04,0.043,0.66,0.102,2.65,19.45,4.15,7.93,0.75,0.12,98.0,55.0
Beijing,Beijing,2023-03-23,13.29,7.27,11.11,636.98,6.62,2.17,0.021,0.9,0.122,2.88,15.94,4.76,6.97,0.51,0.07,115.0,56.666666666666664
Jiangsu,Nanjing,2023-04-04,18.87,8.052000000000001,7.09,739.0240000000001,5.852000000000001,1.4960000000000002,0.0088,0.30800000000000005,0.0968,3.047,27.632000000000005,5.368,5.005,1.2320000000000002,0.099,97.9,51.41303333333334
Beijing,Beijing,2023-12-16,12.85,6.29,7.59,483.93,6.74,1.63,0.028,0.24,0.046,3.09,24.23,4.31,4.55,0.44,0.15,101.0,53.862249999999996
Sichuan,Chengdu,2023-05-28,15.83,7.315000000000001,8.24,461.6260000000001,0.07700000000000001,1.804,0.0198,0.44000000000000006,0.10450000000000001,3.047,24.882,5.3020000000000005,4.664000000000001,0.37400000000000005,0.15400000000000003,90.2,61.666666666666664
Zhejiang,Hangzhou,2023-02-26,18.43,7.77,6.72,297.34,6.9,1.74,0.02,0.7,0.096,3.3,19.05,4.6,5.36,0.42,0.11,92.0,53.862249999999996
Hubei,Wuhan,2023-10-17,3.39,7.370000000000001,7.84,612.0070000000001,8.47,2.189,0.0055000000000000005,0.30800000000000005,0.0176,3.8940000000000006,19.470000000000002,5.863,-0.396,0.8910000000000001,0.11000000000000001,96.80000000000001,58.305583333333324
Beijing,Beijing,2023-05-29,18.06,7.41,9.92,332.69,1.01,1.68,0.004,0.57,-0.009,3.66,29.93,2.69,7.1,0.57,0.07,112.0,59.861250000000005
Yunnan,Kunming,2023-05-08,36.44,6.93,7.35,511.33,6.39,1.97,0.013,0.46,0.163,3.13,21.88,2.75,4.3,0.51,0.13,112.0,56.666666666666664
Shanghai,Shanghai,2023-03-29,20.08,7.17,7.25,451.98,3.29,1.98,0.014,0.78,0.079,3.18,13.84,4.24,4.17,0.34,0.24,92.0,60.0
Jiangsu,Suzhou,2023-03-09,22.77,7.21,9.18,625.93,3.61,1.6,0.035,0.59,0.145,3.17,29.39,3.68,5.99,0.76,0.07,100.0,56.666666666666664
Yunnan,Kunming,2023-01-21,24.22,6.86,10.63,209.13,2.02,2.45,0.007,0.37,0.129,3.42,28.02,3.41,3.37,0.83,0.06,104.0,58.333333333333336
